"POINT PLUS ENTERPRISES GROUP(U.S.A.) CORP.","924 E.MAIN STREET,#105,ALHAMBRA,CA 91801",玩具,国外,"JINKO NEE",,"001 626 3005817/6410765","001 626 3009315",JINKO@EYOU.COM,JINKO
"LP SUPPORT","BEOGRAD,U.PALMEA 24",玩具,国外,,,"00381 11 3430731","00381 11 3434281",TALIBANTRAVEL@YAHOO.COM,TALIBANTRAVEL
"Toys Shop","PAPEERE.TAHITI FRENCH POLYNESIA",玩具,国外,"Mr. JEAN SIN",,"00689 413710/428982/772118","00689 436526",CHOICE-MARKET@MAIL.PF,CHOICE-MARKET
"TNS GROUP",ATYRAU,玩具,哈萨克斯坦,"RUSLAN I.PAKHRUTDINOV",,"007 3007664322",7,TNSRUS@NURSAT.KZ,TNSRUS
"REDFACE OUTDOOR LIFE","281-2,GAMBUK-DONG,HANAM-SI,KYUNGGI-DO",玩具,韩国,"YUNGSUN YOO",,"0082 2 4855283","0082 2 4855284",REDFACE58@HOTMAIL.COM,REDFACE58
"SUNG KYUNG CO.,LTD.","32-4HO,4-KU,YANGPYUNG-DONG,YOUNGDEUNGPO-KU,SEOUL",玩具,韩国,"SE WON,OH",,"0082 2 26365248/26365249/192606758","0082 2 26365339",NAVYUDT@KOREA.COM,NAVYUDT
"GPS CORPORATION","RM.NO.407 JEIL BLDG.832-6,YEOKSAM-DONG KANGNAM-KU,SEOUL",玩具,韩国,"KENNY SEO",,"0082 2 62076880/1191896880","0082 2 62076881",KENNYSEO3@HOTMAIL.COM,KENNYSEO3
"SCIENCE MEDIA","汉城江南区都曲洞416-2南营B/D,6F",玩具,韩国,"KIM HYEK GEE",,"0082 2 5625908/112828252","0082 2 5297561",SCIENCEMEDIA@EMPAL.COM,SCIENCEMEDIA
"MJ ENTERPRISE","626-4 HADAN 1DONG SAHA GU PUSAN 604848 KOREA",玩具,韩国,82-51-2043017,,"RO EUN JOO",82-51-2043571,hana@hanaexpo.net,hana
"DNS INT'L CO., LTD.","931-13 2F DEOKYI-DONG, ILSANSEO-GU, KOYANG CIT KYONGGI-DO",玩具,韩国,9230722,,S.Y.KWON,9230728,lucas888@naver.com,lucas888
"WOOJIN CHARACTER","4F DUJI B/D, 353-18 SHINDANG-DONG CHUNG-GU, SEOUL",玩具,韩国,"KANG-WON JEONG",,"0082 2 22374017/22374018/22375061/114121894","0082 2 22375064",WOOJIN67@KORNET.NET,WOOJIN67
"APPLEBEE PUBLISHING INC",,玩具,韩国,82-2-3652505-111,,"sun young kim",82-3652505-111,sun4889@applbeebook.com,sun4889
UBIPARTS,"#413, SUNKYUNGOFFICETEL, 106-4 GURO5-DONG, GURO-GU, SEOUL, KOREA 152-055 KOREA",玩具,韩国,822-61045011,,822-61045011,822-61045012-2,kyu@ubiparts.com,kyu
"AIS‘ON ENTERTAINMENT","3F,KWANG JIN BLDG,945-8,DOGOK-DONG,KANGNAM-GU,SEOUL",玩具,韩国,CHOI,,"0082 2 34637750/34637752/117267750","0082 2 5775221",ONDALDIO@KORNET.NET,ONDALDIO
INTOTECOS,"3F 12-1 JONGRO5GA JONGRO SEOUL KOREA 439-453 KOREA",玩具,韩国,82-2-7660948,,"kim jai hwan",82-10-23670948-10,intothecos@naver.com,intothecos
"ARTBOX CO., LTD.","1490-25,SEOCHO-DONG,SEOCHO-KU,SEOUL",玩具,韩国,"KYUNG WHA KIM",,"0082 2 5200222","0082 2 5228968",KWKIM@ARTBOX.CO.KR,KWKIM
"OKU Hobby Speelgoed BV","Zonnebaan 30, NL 3606 CB, Maarssen",玩具,荷兰,"F. de Vries",,"0031 30 2410059","0031 30 2414617",info@oku.nl,info
"Keptin Jr.","Denemarkenweg 1, NL-2411 RK Bodegraven, Netherlands",玩具,荷兰,"Dhr. W. Flendrie",,"0031 172 617831","0031 172 610175",info@keptin-jr.com,info
"Motor Import A. J. Huige B.V.","Alexander Handelscentrum, Aluminiumstraat 11, NL-3067 GS Rotterdam, Netherlands",玩具,荷兰,"Dhr. A.J. Huige",,"0031 10 4550699","0031 10 4555144",mimportajh@cistron.nl,mimportajh
"Middelink BV","Postbus 580, NL-7300 AN Apeldoorn, Netherlands",玩具,荷兰,"Dhr. G. Wassink",,"0031 55 5223355","0031 55 5223457",middelink@tref.nl,middelink
"Kempenaar BV","Lange Amerikaweg 73, NL 7332 BP, Apeldoorn",玩具,荷兰,"T. Kempenaar",,"0031 55 5332360","0031 55 5331354",info@Kempenaar.nl,info
"Ikab Chemicals BV","Minervum 1710, NL-4817 ZH Breda, Netherlands",玩具,荷兰,"MR. A. Vermeulen",,"0031 76 5717174","0031 76 5717175",info@ikab.nl,info
"Der Karnevalwierts BV","Oude Roderweg 2, Industrieterrein De Beitel, NL-6422 PE Heerlen, Netherlands",玩具,荷兰,"Dhr. R. Wierts",,"0031 45 5490555","0031 45 5427966",wiert000@wxs.nl,wiert000
"Oosterbeek Verpakkingen BV","AHG Fokkerstraat 22-A, NL-9403 AP Assen, Netherlands",玩具,荷兰,"Dhr. E. Trum",,"0031 592 347272","0031 592 346664",info@oosterbeekverpakkingen.nl,info
"Snoek C.S.A. BV.","Recht van ter Leede 28 B, NL-4143 LP Leerdam, Netherlands",玩具,荷兰,"Dhr. R. Snoek",,"0031 345 599360","0031 345 599758",rsnoek@snoek.com,rsnoek
"Icoma World","Mangaanweg 5, NL-8471 XJ Wolvega, Netherlands",玩具,荷兰,"Mevr. M.E.M Noordam",,"0031 561 689165","0031 561 689174",m.noordam@babico-toys.com,m.noordam
"Tower Holland","Marsdiep 15, NL-8321 MC Urk, Netherlands",玩具,荷兰,"Mr. R. Brands",,"0031 527 686185","0031 527 682860",towertoys@planet.nl,towertoys
companyName,companyAddress,companyIndustry,companyCountry,companyContacts,companyTel,companyPhone,companyFax,companyMail,userName
PIU,"kkktytuk, ALBANIA",玩具,阿尔巴尼亚,,,6865,86589758,gfr@rhe.emnt,gfr
"SARL KTC",ALGER,玩具,阿尔及利亚,BOUALEM,,"00213 21 284912","00213 21 283507",SARLINICOM@HOTMAIL.COM,SARLINICOM
"DDAS ETS KESSAL SPORTS","RUE MERIEM ABDELAZIZ B.E.O ALGER, 16019 B.P 17 EL KETTANI",玩具,阿尔及利亚,"Mr. KESSAL MOHAMED RACHID",,"00213 21 962108","00213 21 962634",KMR_TRG@HOTMAIL.COM,KMR_TRG
SAFARITOURS,"ANNASSERS 2 BT 21 NES ALGIERS",玩具,阿尔及利亚,MR.RAMDANI,,"00213 21 278252","00213 21 278272",SAFARITOUR@CONMAIL.COM,SAFARITOUR
"ETABLISSEMENT M. AMINE","02,AVENUE MALIKA GAID TAGARINS EL-BIAR",玩具,阿尔及利亚,"GHAOUTI MOURAD",,"00213 21 908252/61513708","00213 21 908252",MOURADGHA@YAHOO.FR,MOURADGHA
bluenavy,"NO 302 Qianshan Road Anshan Liaoning",玩具,阿富汗,Ann,,67800247,,xiebl@ec.com.cn,xiebl
"VEDE SA","LARRAZABAL853 (1440) CIUDAD AUTONOMA DE BS.AS",玩具,阿根廷,"VICENTE DE STEFANO",,"0054 11 46441133","0054 11 46441133",VEDE@SION.COM,VEDE
"QIXIANG(ARGENTINA)IMPORTACION&EXPORTACION CO.,LTD","Azcuenaga 18 Bs.As.Cap.Fed .Argentina",玩具,阿根廷,,,005491154972578,00541149535198,rendongx@yahoo.com.cn,rendongx
"CECIL‘S S. R. L.","RONDEAU 712 (1704) RAMOS MEJIA BS. AS.",玩具,阿根廷,"MIRTA GEY DE. KOMATSU",,"0054 11 46580796/46581525","0054 11 46580796/46581525",KOMATSU@ARNET.COM.AR,KOMATSU
"PRO SMART S.A.","PEREYRA LUCENA 2582 6TO A BUENOS AIRES",玩具,阿根廷,"EDUARDO STANISLAVSKY",,"0054 11 48038392","0054 11 48038392",PROSMART@FIBERTEL.COM.AR,PROSMART
"JUEBIL SRL","ANGEL GALLARDO 573-(1405) CAP.FED.BUENOS AIRES",玩具,阿根廷,"JAVIER DUBIN",,"0054 11 48541311/48544565","0054 11 48541311",LASVEGAS@JUEGOSDESALON.COM,LASVEGAS
"ABU KHALID EXHIBITION (L.L.C.)","MURSHID BAZAR,AL BADOOR STREET,DEIRA DUBAI (P.O.BOX:39427)",玩具,阿拉伯,"FAISAL MOHAMAD",,"00971 4 2266503/2621095/504502947","00971 4 2255310",abkhalid@emirates.net.ae,abkhalid
"SALEM AL JABRI TRADING EST.","P.O.BOX 27571 SHARJAH",玩具,阿拉伯,"KHALID SALEM AL JABRI",,"00971 6 5331173/5431173/506450223","00971 6 5327032/5421032",JABPLAST@EMIRATES.NET.AE,JABPLAST
"COOL PLUS A/C & REFRIGERATION SPARE PARTS TRADING CO.","P.O.BOX 113930,DEIRA, DUBAI,U.A.E.",玩具,阿拉伯,,,97142234622,97142276800,coolplus@emirates.net.ae,coolplus
"DIAWORLD LTD.","APT 1510,BLDG#C AL-TAWAN ROAD,SHARJAH",玩具,阿拉伯,"K.A.H.SHAMIM AHSAN",,"00971 507951617/507951807","00971 605531310",SIGNET@HOTMAIL.COM,SIGNET
"JACKYS ELECTRONICS LLC","P.O. BOX 13745,AIRPORT ROAD,DUBAI,U.A.E.",玩具,阿拉伯,,,(971-4)2821822,(971-4)2821474,dubai@jackys.com,dubai
"AKP WORLDWIDE EXPORTS","P.O.BOX 44726 DUBAI",玩具,阿拉伯,"NAVIN JESWANI",,"00971 504932795",,AKPDUBAI@YAHOO.COM,AKPDUBAI
"SPORTS GALLERY","MURSHID BAZAR,NEAR UNITED BANK,DUBAI(P.O.BOX:33623)",玩具,阿拉伯,"AYOUB KHADEMI",,"00971 4 2251667/2260092/506240157","00971 4 2260092",ORLSPORT@EMIRATES.NET.AE,ORLSPORT
"SINDBAD TRADING CENTRE","AL AIN",玩具,阿拉伯,"AREF REZA",,"00971 3 7655847/506430229",,"SINDBAD911@HOTMAIL.COM,A9R9E9F@HOTMAIL.COM",SINDBAD911
"SILVER BALL SPORTS","AL GHURAIR &amp; SONS BLDG.113/65 SOUQ AL KABEER STREET SHOP NO.5 DUBAI(P.O.BOX:15084)",玩具,阿拉伯,,,"00971 4 2267487","00971 4 2291775",HITUP2002@HOTMAIL.COM,HITUP2002
"QIANQIU GIFT CO.LLC","P.O.BOX:62726 DUBAI",玩具,阿拉伯,"CAO AIDI",,"00971 4 2250449/7462837","00971 4 2250448",QIANQIU@CHINA-GINGKO.COM,QIANQIU
"BUOMRAN TRADING CO.(L.L.C.)","P.O.BOX:64487,DUBAI",玩具,阿拉伯,HASHIM,,"00971 4 2250234/506242735","00971 4 2262868",BUOMRAN95@HOTMAIL.COM,BUOMRAN95
"POINT MARKETING (FZ)","P.O.BOX 44420 DUBAI",玩具,阿拉伯,"JANET D.",,"00971 50 6545423","00971 50 5182456",POINTMARKETING@SERVICE.COM,POINTMARKETING
"EZONE TRADING COMPANY LINTED",,玩具,阿联酋,97142522535,,"M.SABOUH SASILA",,ezone0086@hotmail.com,ezone0086
"CARLSON INDUSTRIES",,玩具,阿联酋,97143978731,,"Preeti DSouza",97143978732,discoverhomes@gmail.com,discoverhomes
"MALUANKAR TRADING CO.(L.L.C.)",,玩具,阿联酋,"04 2260031",,BILAL,"04 2260031",bilalpotrrick@yahoo.com,bilalpotrrick
"TAGS GENERAL TRADING LLC",,玩具,阿联酋,971-4-4392344,,"HUSSEIN FTOUNI",971--4392355,ftouni@emirates.net.ae,ftouni
"ROYAL CREATIVE GENERAL TRADING LLC","108, AL FARDAN BLD, AL NAHDA SHARJAH SHARJAH 000000 U.A.E.",玩具,阿联酋,971-6-5306797,,"BENOY VARGHEESE",971-6-5306727,rctuae@eim.ae,rctuae
"YAHYA SAIF AL RASHDY","P.O.BOX 1746 RUWI,P.C.112,OMAN",玩具,阿曼,,,714654,714850,mandoos@omantel.net.om,mandoos
"AL BASAMAT AL MOSHREQA TRADING","AL-RUSTAQ SUITANATE(P.O.BOX 327)",玩具,阿曼,"KHALFAN AL-HAMRASHDI",,"00968 868090/9325697","00968 870075",ALBASAMA@OMANTEL.NET.OM,ALBASAMA
"THE BABY SHOP LLC","P.O.BOX 854,AL KUWAIR,PC 133",玩具,阿曼,"VINOD TALREJA",,"00968 698988","00968 697064",CPOMAN@GTO.NET.OM,CPOMAN
"TASSMEM EGYPT","2-AL QURITY ST - FASIL GIZA 121011",玩具,埃及,06930624,,"ahmed ali",16688088,eng_sheta@hotmail.com,eng_sheta
"EL BEIT EL ABIAD","82 SHOUBRA ST.,CAIRO",玩具,埃及,JOSEPH.RAOUF,,"0020 2 4571043","0020 2 2035909",JORAOUF@YAHOO.COM,JORAOUF
"EL-HODA TOYS",CAIRO,玩具,埃及,"WALEED IBRAHAIM ELDESOKY",,"0020 2 5232708/101430865","0020 2 332096/5232608",WALEED_ELDESOKY@HOTMAIL.COM,WALEED_ELDESOKY
"MODERN ARAB CENTRE","401 RAMSIS ST.,EL ABASIYA-CAIRO(P.O.BOX 32 ABBASIA)",玩具,埃及,"MOHAMED R.EL.MELIGI",,"0020 2 4828356/6832270","0020 2 4828356",SHADEN99@LINK.NET,SHADEN99
"DELTA DISTRIBUTION CO.","16 ABDE KHALIK THARWAT DOWN TOWN CAIRO EGYPT",玩具,埃及,20-2-23956633,,"Tamer Amin",20-2-23906999-2,amin@deltadco.com,amin
"INTERNATIONAL FOR CONTRACTING AND WATER TREATMENT","EL HARAM - 53 ABUL FOTOH BUILDINGS GIZA",玩具,埃及,"ENG.ESSAM MARWAN",,"0020 2 5822942/5822943/5823778/123172770","0020 2 5832662",ESSAM@ICWATERT.COM,ESSAM
"COMET INT‘L.,INC.","6A EBN-MALEK STREET,GIZA 12311(P.O.BOX:489-DOKKI.)",玩具,埃及,"MOHAMED TAWFIK",,"0020 2 3610652/3376752","0020 2 3376752/3837536",COMET@ACCESS.COM.EG,COMET
"WORLD HEALTH CLUB","34 AHMED EUMAIL ST.EL MASAKE (EL KOMIA) EL-SHARKIA",玩具,埃及,"MR.TAMER EL KILANY",,"0020 101577551","0020 55 2347676",TAMERGYM2001@HOTMAIL.COM,TAMERGYM2001
PERSONAL,SHARKAI,玩具,埃及,"KALED M.ABDULRHMAN",,"0020 123662077",20,MENA123123@HOTMAIL.COM,MENA123123
"AL HODA TOYS","81/9ST.HDAAEK EL MAADI,CAIRO",玩具,埃及,"WALID EL DESOUKI",,"0020 2 5232708/105458811","0020 2 5232708",EGYSUB@HOTMAIL.COM,EGYSUB
"NEGMET ABDEEN PLAZA IMPORT & EXPORT CO.","12 HASAN EL AKBAR STREET ABDEEN CAIRO",玩具,埃及,"SHERIF NAGEB",,"0020 2 3955045/122463306","0020 2 3959763",ABDEENPLAZA@HOTMAIL.COM,ABDEENPLAZA
"RAINBOW TRADE","12 GAMED EL-DWAL ST. MOHANDISEEN CAIRO",玩具,埃及,"BASSEM KHALIL",,"0020 101700116","0020 101703999",RAINBOWTRADE@LINK.NET,RAINBOWTRADE
"T.J.C., LTD.","UNIT 33, ROBINHOOD IND. EST.,DUBLIN 22",玩具,爱尔兰,"EBEL FORLEY",,"00353 1 450 53 03","00353 1 450 50 35",enquiry@tjc.ie,enquiry
"JOHNNIE FOX‘S PUB","GLENCULLEN,CO.DUBLIN",玩具,爱尔兰,"FRED RAINERT",,"00353 1 2955647/877656067","00353 1 2586034",FRED@JFP.IE,FRED
"J.C.WALSH & SONS LTD.","RATHFARNHAM VILLAGE,DUBLIN 14",玩具,爱尔兰,"STEPHEN WALSH",,"00353 1 4904636","00353 1 4901194",STEPHEN@CONNEMARAMARBLE.COM,STEPHEN
"J. LANGDON, LTD.","BURTON HALL RD., SANDYFORD PRK,DUBLIN 18",玩具,爱尔兰,MR.BRIAN,,"00353 1 295 55 33","00353 1 295 77 15",brian@jlangdon.ie,brian
"INTROSPORTS LTD","KILOWER,BELCLARE,TUAM,CO.GALWAY",玩具,爱尔兰,"JOHN LUDDEN",,"00353 93 55815/868048854","00353 93 55815",SALES@INTROSPORT.IE,SALES
"HEMAC INTERNATIONAL TRADING IRELAND","LEVEL 1 ROSEMOUNT FACTORY 65 ROSEMOUNT AVENUE DERRY CITY NORTHERN IRELAND BT48 0HL",玩具,爱尔兰,"MR.BILL HEHWEY",,"0044 28 71284958","0044 28 71284958",INFO@HEMAC-INTERNATIONAL.COM,INFO
"SHININGSTAR VENTURES LTD","UNIT 10 BLOOMFIELDS S.C. DUN LAOGHAIRE CO.DUBLIN IRELAND",玩具,爱尔兰,00353-1-2809360,,"Lianzhong Nao",00353-1-2809360,shiningstar919@gmail.com,shiningstar919
"LINDMAE SPORT OU","Forelli 12 Tallinn",玩具,爱沙尼亚,"ULLE LINDMAE",,"00372 6571707","00372 6571708",rein.lindmae@mail.ee,rein.lindmae
"Q-MARKETER OU","Tartu mnt 83 Tallinn",玩具,爱沙尼亚,"IVARI MAAR",,"00372 6010656 /6010657","00372 6010658",ivari@uninet.ee,ivari
"RAJOLTY-GESTAO DE EMPREENDIMENTO LTD.","RUA DA LIGA AFRICCANA 17,LUANDA,P.O.BOX.16486",玩具,安哥拉,"Mr.MATOS CARDOSO",,"00244 2 447216/449689","00244 2 447216",josemqmatoscardoso@hotmail.com,josemqmatoscardoso
"Yilala Arts Company",yilala,玩具,安提瓜和巴布达,yilala,,010-67800253,,add@ec.com.cn,add
"WS-TELESHOP INT‘L. HANDELS","RICOWEG OBJEKT, 07,A-2351 NEUDORF",玩具,奥地利,,,"0043 22 366 44 53","0043 2236 644 58",OFFICE@TELESHOP.AT,OFFICE
"Ravensburger GesmbH","Josef Madersperger Strasse 5, A-2362 Biedermannsdorf, Niedersterreich, Austria",玩具,奥地利,,,"0043 2236 72055","0043 2236 72059",INFO@RAVENSBURGER.COM,INFO
"VDG AKTIENGESELLSCHAFT",,玩具,奥地利,437323738241,,Eder,07323738318,heimteil@vog.at,heimteil
"Eybl Sportbau GesmbH","Magazinstrasse 8-10, A-4600 Wels, Obersterreich, Austria",玩具,奥地利,"Herr Gerhard Pierer",,"0043 7242 658360","0043 7242 6583623",office@eybl-sportbau.at,office
"PEKO PETER KOREN HANDELS-GES.M.B.H.","LOWENTHALGASSE 6,A-1231 VIENNA",玩具,奥地利,"PETER KOREN",,"0043 1 8655728/29","0043 1 8655730",office@pekohandel.at,office
"KOLBESBERGER GESMBH","PLAINBACHSTRASSE 6 A-5101 SALZBURG BERGHEIM",玩具,奥地利,"GERHARD KOELBESBERGER",,"0043 662 451014","0043 662 451014 EXT.14",GWK@KOLBESBERGER.AT,GWK
"MAMMUT TOKO GES.MBH","ARLBERGSTR. 76,A-6900 BREGENZ",玩具,奥地利,,,"0043 7252 46051","0043 7252 460 5190",office@tuda.at,office
"SPORTLOWE WARENVERTRIEBS","POSTGASSE 16,A-1010 WIEN",玩具,奥地利,LOWE,,"0043 1 53 34 48 90","0043 2221 532 10 38",SPORTLOWE@SPORT2000.AT,SPORTLOWE
"Kogler Otto","Gussstahlwerkstrasse 21, A-8750 Judenburg, Steiermark, Austria",玩具,奥地利,"Herr Otto Kogler",,"0043 3572 83178","0043 3572 86428",kogler@aon.at,kogler
"FUN STYLE","SCHOTTENFELD, 60/24,A-1070 WIEN",玩具,奥地利,"DR. E. TREE",,"0043 1 526 7210","0043 1 526 6340",tree@funstyle.com,tree
"Ing.Stanzel & CO Sportgeraetebau","Michtnergasse 16, A-1210 Wien, Wien, Austria",玩具,奥地利,,,"0043 1 2725757","0043 1 7587716129",stako@stako.at,stako
"COLORIFIC AUSTRALIA","3-5 Awun Crt Springvale VIC 3171",玩具,澳大利亚,"PETER DEREK LEVI",,"0061 3 9547 7177","0061 3 9547 7188",SALES@COLORIFIC.COM.AU,SALES
"VANGUARD ELECTRONICS INTERNATIONAL (AUSTRALIA) PTY.LTD.","104 RESERVE RD,ARTARMON NSW",玩具,澳大利亚,"FEI-WU WANG",,"0061 2 99668847","0061 2 99668847/99061144",FAYYANG@FIRSTLINK.COM.AU,FAYYANG
"EDUCATIONAL COLOURS PTY LTD","43 Burgess Rd Bayswater,VICTORIA 3153",玩具,澳大利亚,"JOHN D. FITZ-GIBBON",,"0061 3 97290788","0061 3 97205261",JOHNF@EDCOLOURS.COM.AU,JOHNF
"TECBO AUSTRALIA SPORTS CO.","38 CANNONS PDE.FORESTVILLE NSW",玩具,澳大利亚,"YA-QIAN ELSEVE.ZHOU",,"0061 2 94020923","0061 2 94020923",TECBOAUSTRALIA@HOTMAIL.COM,TECBOAUSTRALIA
"HARVEY NORMAN BIG BUYS","233 PARRAMATTA ROAD AUBURN SYDNEY, NSW AUSTRALIA",玩具,澳大利亚,61-2-9202-4576,,"Milan Tasic",,milan.tasic@au.harveynorman.com,milan.tasic
"Jonan Ceramics Pty Ltd","1007 Mountain Hwy, 3155, Boronia",玩具,澳大利亚,"N Hawkes",,"0061 3 9729 8111","0061 3 98445099",DOLLSDEN@HOTMAIL.COM,DOLLSDEN
"SUGAR BLOSSOM IMPORTS","26 AVOCA STREET KINGSCLIFF AUSTRALIA",玩具,澳大利亚,61-487-583487-61487583487,,"Sandra Youlten",,sugarblossom.imports@gmail.com,sugarblossom.imports
"WALK ON WHEELS NSW PTY LTD.","7/301 HILLSBOROUGH RD, WARNERS BAY",玩具,澳大利亚,"Mr. PETER WILSON",,"0061 2 49466767","0061 2 49466767",WOWNSW@DINGOBLUE.NET.AU,WOWNSW
"CHESTER BEAR COTTAGE","41 THOMAS ST.,WALLSENDNSW 2287",玩具,澳大利亚,,,"0061 2 49515010","0061 2 49558078",TEDDYBEAR@IDL.NET.AU,TEDDYBEAR
"MAKE-KIT PTY.LTD.",,玩具,澳大利亚,61-02-97381084,,"Brad Bryant",,bradbryant11@gmail.com,bradbryant11
"R P DEAN & COMPANY PTY LTD","27-31 King William St Kent Town SA 5067",玩具,澳大利亚,"PETER DEAN",,"0061 8 8363 0500","0061 8 8363 1291",RPDEAN@TNE.NET.AU,RPDEAN
"Gibson Importing Co Australia Pty Ltd","77-79 Tulip St, 3192, Cheltenham",玩具,澳大利亚,"Walter Gibson",,"0061 3 9583 9966","0061 3 9583 9321",GIBSON@GIBIMP.COM.AU,GIBSON
"C. A. L. F. TRADING CO.","RUA BRUXELAS,S/N (S-X) EDF JARDIM HANG KEI,BLK. 4,6FLOORS",玩具,澳门,"CARLOS A. L. FARIA",,"00853 6861700","00853 751195",CALF@MACAU.CTM.NET,CALF
"YANG CHENG ENTERPRISE CO.,LTD.","9/F.,LUSO INTERNATIONAL BANK BUILDING,NO.1-3RUA DR.PEDRO JOSE LOBO",玩具,澳门,"YANG SHIBAO",,"00853 336992","00853 590531",SBYANG21@HOTMAIL.COM,SBYANG21
"FULL-WIND TRADING & MARKETING COMPANY LTD.,","AVENIDA DA AMIZADE NO. 1023,EDIF.NAM FONG, FLAT E&amp;F, 3RD FLOOR,MACAU SAR",玩具,澳门,,,(853)703869,(853)701276,info@fullwind.com.mo,info
"MACAU NEW TECHNOLOGIES INCUBATOR CENTRE","AVN.XIAN XING HAI,S/N,EDF.ZHU KUAN C.C.,6 ANDAR B",玩具,澳门,"JEFF Y.K.LEE",,"00853 710566","00853 710565",JEFF_LEE@MANETIC.ORG,JEFF_LEE
"FOK LONG TRADING CO.MACAO","RUA FRANCISCO XAVIER PEREIRA 181 22/FG.",玩具,澳门,"LEI CHUN FOK",,"00853 512640",853,FCLEI@PUD.ZHONGSHAN.GD.CN,FCLEI
"SUNNY LAND INVESTMENT CO.,LTD","RM 2204-2208, LUSO INT'L BANK 1-3 RUA DR.PEDRO JOSE LOBO. MACAU, CHINA MACAU SAR",玩具,澳门特别行政区,0085328712530,,"Carman Kwok",0085328713373-853,carman@sunnyinv.com,carman
山海集團,,玩具,澳门特别行政区,853-62231288,,"Michelle Wong",853-62231288,michellewong@honhoigroup.com,michellewong
"AMUSEMENT BAHAMAS CO LTD.","P.O.BOX CR-55050 NASSAU",玩具,巴哈马,"DR.CHRISTOPHER BASDEN",,"00242 3610935","00242 3610935",CJB@BATELNET.BS,CJB
"THE MEDI CENTER MEDICAL CLINIC","P.O.BOX CR-55050 NASSAU",玩具,巴哈马,"DR.CHRISTOPHER BASDEN",,"00242 3610935","00242 3610935",CJB@BATELNET.BS,CJB
"JUMP STEP IND CORIP","DEPUTY BAGH ST#2 SIALKOT",玩具,巴基斯坦,FAISAL-REHMAN,,"0092 432 586874/590371","0092 432 271978/272223",JUMPSTEP@BRAIN.NET.PK,JUMPSTEP
"AKHAI ENTERPRISES","103-K,BLOCK-2,P.E.C.H.S.,SHAHAR-E-QUAIDEEN,KARACHI",玩具,巴基斯坦,"WASIF IJAZ",,"0092 21 4311601/4311605/3009276885","0092 21 4554127","WASIFEIJAZ@HOTMAIL.COM,AKHA@CYBER.COM.PK",WASIFEIJAZ
"IMPERIAL CORPORATION","2ND FLOOR,KARIM CHAMBERS,M.A.JINNAH ROAD,BOULTAN MARKET,KARACHI (P.O.BOX 4653,KARACHI)",玩具,巴基斯坦,"ZAFAR SAEED",,"0092 21 2411047","0092 21 2420827",KSON51@YAHOO.COM,KSON51
"NADEEM IMPEX","122,123, WAZIR MANSION NICOLL ROAD ,KARACHI",玩具,巴基斯坦,"EMAD ELAHI SHAMSI",,"0092 21 2434456/2423592/3008267031","0092 21 2434734",NADIMPEX@CYBER.NET.PK,NADIMPEX
"FITNESS FACTORY","SHOP NO.3,PLOT 6-C,4TH ZAMZAMA COMMERCIAL LANE,PHASE V,DEFENCE HOUSING AUTHORITY,KARACHI",玩具,巴基斯坦,"SHOAIB ANWARALI",,"0092 21 5878864","0092 21 5878864/5878865",FITFAC@SUPER.NET.PK,FITFAC
"AFEE TOYS CO","SIMGAPUR PLAZA BANK ROAD RAWAL PINDI",玩具,巴基斯坦,M.ASHFAQ,,"0092 51 555275","0092 51 555286",ASIDSA.PK@YAHOO.COM,ASIDSA.PK
"ANWAR HASSAN CO. LTD.","SHOP NO.80-81,BLOCK-A,2ND FLOOR,KHYBER MARKET,JAMRUD ROAD,INDUSTRIAL AREA,N.W.F.P.,PESHAWAR",玩具,巴基斯坦,"KHAN TAHSEER",,"0092 91 816717","0092 91 819294",TAHSEER@BRAIN.NET.PK,TAHSEER
"PEARL FOOD INDUSTRIES","PLOT NO.III-A-1/11,ADJ.DECENT HOSPITAL,NAZIMABAD NO.3,KARACHI",玩具,巴基斯坦,"ALI MOHAMMAD J.MORANI",,"0092 21 6681241/6616050","0092 21 6615717",MORAIN@CYBER.NET.PK,MORAIN
"ZIQI ENTERPRISE (ZIQI TOYS)","#2+9, SECTOR A-VI, KEPZ PO BOX 18700, LANDHI PAKISTAN",玩具,巴基斯坦,922135082329,,"Ali M. Baloch",922135082331-21,alibaloch@ziqitoys.com,alibaloch
"MASOODS AUDIOLOGY CENTRE","Suite No. G-8, Ground Floor Cliftonview Apartments Frere Town Near Teen Talwar, Karachi, Pakistan",玩具,巴基斯坦,,,92-21-5656178,92-21-5661428,anees@masoodaudiologyclinic.com,anees
"MOON LIGHT IMPORTADORA LTDA","EDIFICIO PANORAMA SECOND,TORRE A PISO 10 DPTO.1008 AV.CARLOS A.LOPEZ,CIUDAD DEL ESTE",玩具,巴拉圭,"DEEPAK ROHRA",,"00595 61 518481","00595 61 518481",MOONLIGHT@NEWNET.COM.PY,MOONLIGHT
"CASA FREE","SHOPPING FANTASTICO 1 PISO,CIDADE DEL ESTE",玩具,巴拉圭,"SIMON SHU",,"00595 61 500836","00595 61 502439/514204",SIMON@UCIC.NET,SIMON
"AUTO PLAZA","SHOPING CATARATA 2°PISO CIUDE DEL ESTE",玩具,巴拉圭,"TSENG MING-YI",,"00595 61 500836/973510817","00595 61 503487",SIMON@UNINET.COM.PY,SIMON
